State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,09/09/2008,400,500,450,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,24/09/2008,920,0,920,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,25/01/2016,500,500,500,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,16/02/2016,1200,2100,1900,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,25/07/2016,2500,2500,2500,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,26/09/2016,2000,2000,2000,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,18/03/2016,500,500,500,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,Medium,25/04/2015,500,500,500,73
Karnataka,Mysore,Hunsur,Water Melon,Water Melon,FAQ,05/05/2015,500,500,500,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,FAQ,10/06/2015,800,800,800,73
Karnataka,Mysore,K.R.Nagar,Water Melon,Water Melon,FAQ,01/07/2015,1500,1500,1500,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,15/04/2024,1000,2000,1500,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,13/04/2020,600,800,700,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,15/04/2020,700,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,16/04/2020,500,900,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,17/04/2020,500,900,700,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,18/04/2020,600,1000,900,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,21/04/2020,600,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,23/04/2020,600,1000,900,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,04/05/2020,1200,1500,1400,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,07/05/2020,500,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,12/05/2020,500,700,600,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,18/05/2020,600,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,19/06/2020,600,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,22/07/2020,700,1000,800,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,30/07/2020,1000,1400,1200,73
Karnataka,Mysore,Mysore (Bandipalya),Water Melon,Water Melon,FAQ,25/08/2020,500,800,650,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,13/04/2020,800,1000,900,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,15/04/2020,800,1200,900,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,20/04/2020,1200,1800,1500,73
Karnataka,Mysore,Nanjangud,Water Melon,Water Melon,FAQ,23/04/2020,700,1000,800,73
